geo_level,geo_code,geo_version,name,variable,number
district,525,,Amajuba,A water vendor,8150.14
district,525,,Amajuba,Do not know,5363.461
district,525,,Amajuba,Flowing water/stream/river/spring/rain water,16519.7
district,525,,Amajuba,Other water scheme (e.g. community water supply),39162.16
district,525,,Amajuba,Own service (e.g. private borehole; own source on a farm; et,15682.54
district,525,,Amajuba,Unspecified,0
district,212,,Amathole,A municipality,537616.9
district,212,,Amathole,A water vendor,5575.47
district,212,,Amathole,Do not know,5923.106
district,212,,Amathole,Flowing water/stream/river/spring/rain water,246198.8
district,212,,Amathole,Other water scheme (e.g. community water supply),57890.07
district,212,,Amathole,Own service (e.g. private borehole; own source on a farm; et,27466.76
district,212,,Amathole,Unspecified,119.2989
municipality,9334,,Ba-Phalaborwa,A municipality,154021.4
municipality,9334,,Ba-Phalaborwa,A water vendor,231.9509
municipality,9334,,Ba-Phalaborwa,Do not know,749.5691
municipality,9334,,Ba-Phalaborwa,Flowing water/stream/river/spring/rain water,312.5436
municipality,9334,,Ba-Phalaborwa,Other water scheme (e.g. community water supply),10715.15
municipality,9334,,Ba-Phalaborwa,Own service (e.g. private borehole; own source on a farm; et,2819.273
municipality,9334,,Ba-Phalaborwa,Unspecified,86.8316
municipality,1053,,Beaufort West,A municipality,48178.47
municipality,1053,,Beaufort West,A water vendor,89.53371
municipality,1053,,Beaufort West,Do not know,14.16282
municipality,1053,,Beaufort West,Flowing water/stream/river/spring/rain water,20.90249
municipality,1053,,Beaufort West,Other water scheme (e.g. community water supply),161.3668
municipality,1053,,Beaufort West,Own service (e.g. private borehole; own source on a farm; et,2615.548
municipality,1053,,Beaufort West,Unspecified,0
municipality,9366,,Bela-Bela,A municipality,60318.41
municipality,9366,,Bela-Bela,A water vendor,1224.316
municipality,9366,,Bela-Bela,Do not know,0
municipality,9366,,Bela-Bela,Flowing water/stream/river/spring/rain water,702.1194
municipality,9366,,Bela-Bela,Other water scheme (e.g. community water supply),1884.716
municipality,9366,,Bela-Bela,Own service (e.g. private borehole; own source on a farm; et,12166.52
municipality,9366,,Bela-Bela,Unspecified,0
municipality,1013,,Bergrivier,A municipality,53070.5
municipality,1013,,Bergrivier,A water vendor,59.05123
municipality,1013,,Bergrivier,Do not know,255.0576
municipality,1013,,Bergrivier,Flowing water/stream/river/spring/rain water,800.4225
municipality,1013,,Bergrivier,Other water scheme (e.g. community water supply),2561.379
municipality,1013,,Bergrivier,Own service (e.g. private borehole; own source on a farm; et,10605.66
municipality,1013,,Bergrivier,Unspecified,121.7543
municipality,5276,,Big Five Hlabisa,A municipality,43079.25
municipality,5276,,Big Five Hlabisa,A water vendor,8055.927
municipality,5276,,Big Five Hlabisa,Do not know,3737.767
municipality,5276,,Big Five Hlabisa,Flowing water/stream/river/spring/rain water,46302.13
municipality,5276,,Big Five Hlabisa,Other water scheme (e.g. community water supply),4740.138
municipality,5276,,Big Five Hlabisa,Own service (e.g. private borehole; own source on a farm; et,10706.48
municipality,5276,,Big Five Hlabisa,Unspecified,0
municipality,1047,,Bitou,A municipality,55609
municipality,1047,,Bitou,A water vendor,0
municipality,1047,,Bitou,Do not know,0
municipality,1047,,Bitou,Flowing water/stream/river/spring/rain water,2100.362
municipality,1047,,Bitou,Other water scheme (e.g. community water supply),448.812
municipality,1047,,Bitou,Own service (e.g. private borehole; own source on a farm; et,999.0107
municipality,1047,,Bitou,Unspecified,0
municipality,9351,,Blouberg,A municipality,92555.67
municipality,9351,,Blouberg,A water vendor,5171.714
municipality,9351,,Blouberg,Do not know,5493.257
municipality,9351,,Blouberg,Flowing water/stream/river/spring/rain water,5688.932
municipality,9351,,Blouberg,Other water scheme (e.g. community water supply),32333.76
municipality,9351,,Blouberg,Own service (e.g. private borehole; own source on a farm; et,31258.46
municipality,9351,,Blouberg,Unspecified,99.64657
municipality,2102,,Blue Crane Route,A municipality,32683.57
municipality,2102,,Blue Crane Route,A water vendor,329.4713
municipality,2102,,Blue Crane Route,Do not know,248.8118
municipality,2102,,Blue Crane Route,Flowing water/stream/river/spring/rain water,972.1482
municipality,2102,,Blue Crane Route,Other water scheme (e.g. community water supply),159.7323
municipality,2102,,Blue Crane Route,Own service (e.g. private borehole; own source on a farm; et,1669.523
municipality,2102,,Blue Crane Route,Unspecified,0
district,637,,Bojanala,A municipality,1048895
district,637,,Bojanala,A water vendor,98997.7
district,637,,Bojanala,Do not know,22876.31
district,637,,Bojanala,Flowing water/stream/river/spring/rain water,9726.247
district,637,,Bojanala,Other water scheme (e.g. community water supply),291626.1
district,637,,Bojanala,Own service (e.g. private borehole; own source on a farm; et,184960.5
district,637,,Bojanala,Unspecified,66.81322
municipality,1025,,Breede Valley,A municipality,146150.4
municipality,1025,,Breede Valley,A water vendor,287.167
municipality,1025,,Breede Valley,Do not know,507.0904
municipality,1025,,Breede Valley,Flowing water/stream/river/spring/rain water,7208.879
municipality,1025,,Breede Valley,Other water scheme (e.g. community water supply),3718.468
municipality,1025,,Breede Valley,Own service (e.g. private borehole; own source on a farm; et,18706.39
municipality,1025,,Breede Valley,Unspecified,0
municipality,292,,Buffalo City,A municipality,767468.4
municipality,2920,,Buffalo City,A municipality,767468.4
municipality,292,,Buffalo City,A municipality,767468.4
municipality,2920,,Buffalo City,A municipality,767468.4
municipality,292,,Buffalo City,A water vendor,3307.15
municipality,2920,,Buffalo City,A water vendor,3307.15
municipality,292,,Buffalo City,A water vendor,3307.15
municipality,2920,,Buffalo City,A water vendor,3307.15
municipality,292,,Buffalo City,Do not know,7208.661
municipality,2920,,Buffalo City,Do not know,7208.661
municipality,292,,Buffalo City,Do not know,7208.661
municipality,2920,,Buffalo City,Do not know,7208.661
municipality,292,,Buffalo City,Flowing water/stream/river/spring/rain water,5400.663
municipality,2920,,Buffalo City,Flowing water/stream/river/spring/rain water,5400.663
municipality,292,,Buffalo City,Flowing water/stream/river/spring/rain water,5400.663
municipality,2920,,Buffalo City,Flowing water/stream/river/spring/rain water,5400.663
municipality,292,,Buffalo City,Other water scheme (e.g. community water supply),44597.58
municipality,2920,,Buffalo City,Other water scheme (e.g. community water supply),44597.58
municipality,292,,Buffalo City,Other water scheme (e.g. community water supply),44597.58
municipality,2920,,Buffalo City,Other water scheme (e.g. community water supply),44597.58
municipality,292,,Buffalo City,Own service (e.g. private borehole; own source on a farm; et,6703.346
municipality,2920,,Buffalo City,Own service (e.g. private borehole; own source on a farm; et,6703.346
municipality,292,,Buffalo City,Own service (e.g. private borehole; own source on a farm; et,6703.346
municipality,2920,,Buffalo City,Own service (e.g. private borehole; own source on a farm; et,6703.346
municipality,292,,Buffalo City,Unspecified,311.3121
municipality,2920,,Buffalo City,Unspecified,311.3121
municipality,292,,Buffalo City,Unspecified,311.3121
municipality,2920,,Buffalo City,Unspecified,311.3121
municipality,8325,,Bushbuckridge,A municipality,354137
municipality,8325,,Bushbuckridge,A water vendor,22989.84
municipality,8325,,Bushbuckridge,Do not know,19748.44
municipality,8325,,Bushbuckridge,Flowing water/stream/river/spring/rain water,31914.36
municipality,8325,,Bushbuckridge,Other water scheme (e.g. community water supply),92995.88
municipality,8325,,Bushbuckridge,Own service (e.g. private borehole; own source on a farm; et,24404.45
municipality,8325,,Bushbuckridge,Unspecified,25.51117
district,210,,Sarah Baartman,A municipality,429594.8
district,210,,Sarah Baartman,A water vendor,3024.714
district,210,,Sarah Baartman,Do not know,1920.67
district,210,,Sarah Baartman,Flowing water/stream/river/spring/rain water,16833.29
district,210,,Sarah Baartman,Other water scheme (e.g. community water supply),4497.399
district,210,,Sarah Baartman,Own service (e.g. private borehole; own source on a farm; et,23880.96
district,210,,Sarah Baartman,Unspecified,171.039
municipality,1033,,Cape Agulhas,A municipality,31233.45
municipality,1033,,Cape Agulhas,A water vendor,325.6309
municipality,1033,,Cape Agulhas,Do not know,244.8025
municipality,1033,,Cape Agulhas,Flowing water/stream/river/spring/rain water,200.3776
municipality,1033,,Cape Agulhas,Other water scheme (e.g. community water supply),2571.925
municipality,1033,,Cape Agulhas,Own service (e.g. private borehole; own source on a farm; et,1423.733
municipality,1033,,Cape Agulhas,Unspecified,0
district,102,,Cape Winelands,A municipality,752736.3
district,102,,Cape Winelands,A water vendor,2298.096
district,102,,Cape Winelands,Do not know,3143.656
district,102,,Cape Winelands,Flowing water/stream/river/spring/rain water,20110.71
district,102,,Cape Winelands,Other water scheme (e.g. community water supply),8372.806
district,102,,Cape Winelands,Own service (e.g. private borehole; own source on a farm; et,79060.42
district,102,,Cape Winelands,Unspecified,278.7328
district,935,,Capricorn,A municipality,803306
district,935,,Capricorn,A water vendor,72071.71
district,935,,Capricorn,Do not know,20410.71
district,935,,Capricorn,Flowing water/stream/river/spring/rain water,17307.28
district,935,,Capricorn,Other water scheme (e.g. community water supply),263260
district,935,,Capricorn,Own service (e.g. private borehole; own source on a farm; et,153444
district,935,,Capricorn,Unspecified,636.3004
municipality,1012,,Cederberg,A municipality,41227.55
municipality,1012,,Cederberg,A water vendor,144.6285
municipality,1012,,Cederberg,Do not know,100.3508
municipality,1012,,Cederberg,Flowing water/stream/river/spring/rain water,5561.737
municipality,1012,,Cederberg,Other water scheme (e.g. community water supply),70.65801
municipality,1012,,Cederberg,Own service (e.g. private borehole; own source on a farm; et,5844.194
municipality,1012,,Cederberg,Unspecified,0
district,105,,Central Karoo,A municipality,69527.8
district,105,,Central Karoo,A water vendor,202.8737
district,105,,Central Karoo,Do not know,14.16282
district,105,,Central Karoo,Flowing water/stream/river/spring/rain water,260.3757
district,105,,Central Karoo,Other water scheme (e.g. community water supply),161.3668
district,105,,Central Karoo,Own service (e.g. private borehole; own source on a farm; et,4080.661
district,105,,Central Karoo,Unspecified,0
municipality,8301,,Chief Albert Luthuli,A municipality,148320.7
municipality,8301,,Chief Albert Luthuli,A water vendor,1652.684
municipality,8301,,Chief Albert Luthuli,Do not know,2105.84
municipality,8301,,Chief Albert Luthuli,Flowing water/stream/river/spring/rain water,25569.6
municipality,8301,,Chief Albert Luthuli,Other water scheme (e.g. community water supply),3592.51
municipality,8301,,Chief Albert Luthuli,Own service (e.g. private borehole; own source on a farm; et,6259.073
municipality,8301,,Chief Albert Luthuli,Unspecified,129.072
district,213,,Chris Hani,A municipality,557578.6
district,213,,Chris Hani,A water vendor,16090.89
district,213,,Chris Hani,Do not know,7680.423
district,213,,Chris Hani,Flowing water/stream/river/spring/rain water,148937.8
district,213,,Chris Hani,Other water scheme (e.g. community water supply),76693.72
district,213,,Chris Hani,Own service (e.g. private borehole; own source on a farm; et,33041.5
district,213,,Chris Hani,Unspecified,31.67174
municipality,191,,City of Cape Town,A municipality,3968646
municipality,1910,,City of Cape Town,A municipality,3968646
municipality,191,,City of Cape Town,A municipality,3968646
municipality,1910,,City of Cape Town,A municipality,3968646
municipality,191,,City of Cape Town,A water vendor,6455.63
municipality,1910,,City of Cape Town,A water vendor,6455.63
municipality,191,,City of Cape Town,A water vendor,6455.63
municipality,1910,,City of Cape Town,A water vendor,6455.63
municipality,191,,City of Cape Town,Do not know,10139.8
municipality,1910,,City of Cape Town,Do not know,10139.8
municipality,191,,City of Cape Town,Do not know,10139.8
municipality,1910,,City of Cape Town,Do not know,10139.8
municipality,191,,City of Cape Town,Flowing water/stream/river/spring/rain water,1732.335
municipality,1910,,City of Cape Town,Flowing water/stream/river/spring/rain water,1732.335
municipality,191,,City of Cape Town,Flowing water/stream/river/spring/rain water,1732.335
municipality,1910,,City of Cape Town,Flowing water/stream/river/spring/rain water,1732.335
municipality,191,,City of Cape Town,Other water scheme (e.g. community water supply),9582.124
municipality,1910,,City of Cape Town,Other water scheme (e.g. community water supply),9582.124
municipality,191,,City of Cape Town,Other water scheme (e.g. community water supply),9582.124
municipality,1910,,City of Cape Town,Other water scheme (e.g. community water supply),9582.124
municipality,191,,City of Cape Town,Own service (e.g. private borehole; own source on a farm; et,6238.23
municipality,1910,,City of Cape Town,Own service (e.g. private borehole; own source on a farm; et,6238.23
municipality,191,,City of Cape Town,Own service (e.g. private borehole; own source on a farm; et,6238.23
municipality,1910,,City of Cape Town,Own service (e.g. private borehole; own source on a farm; et,6238.23
municipality,191,,City of Cape Town,Unspecified,2221.508
municipality,1910,,City of Cape Town,Unspecified,2221.508
municipality,191,,City of Cape Town,Unspecified,2221.508
municipality,1910,,City of Cape Town,Unspecified,2221.508
municipality,798,,City of Johannesburg,A municipality,4815941
municipality,7980,,City of Johannesburg,A municipality,4815941
municipality,798,,City of Johannesburg,A municipality,4815941
municipality,7980,,City of Johannesburg,A municipality,4815941
municipality,798,,City of Johannesburg,A water vendor,32776.32
municipality,7980,,City of Johannesburg,A water vendor,32776.32
municipality,798,,City of Johannesburg,A water vendor,32776.32
municipality,7980,,City of Johannesburg,A water vendor,32776.32
municipality,798,,City of Johannesburg,Do not know,43002.07
municipality,7980,,City of Johannesburg,Do not know,43002.07
municipality,798,,City of Johannesburg,Do not know,43002.07
municipality,7980,,City of Johannesburg,Do not know,43002.07
municipality,798,,City of Johannesburg,Flowing water/stream/river/spring/rain water,1124.336
municipality,7980,,City of Johannesburg,Flowing water/stream/river/spring/rain water,1124.336
municipality,798,,City of Johannesburg,Flowing water/stream/river/spring/rain water,1124.336
municipality,7980,,City of Johannesburg,Flowing water/stream/river/spring/rain water,1124.336
municipality,798,,City of Johannesburg,Other water scheme (e.g. community water supply),31744.8
municipality,7980,,City of Johannesburg,Other water scheme (e.g. community water supply),31744.8
municipality,798,,City of Johannesburg,Other water scheme (e.g. community water supply),31744.8
municipality,7980,,City of Johannesburg,Other water scheme (e.g. community water supply),31744.8
municipality,798,,City of Johannesburg,Own service (e.g. private borehole; own source on a farm; et,22382.91
municipality,7980,,City of Johannesburg,Own service (e.g. private borehole; own source on a farm; et,22382.91
municipality,798,,City of Johannesburg,Own service (e.g. private borehole; own source on a farm; et,22382.91
municipality,7980,,City of Johannesburg,Own service (e.g. private borehole; own source on a farm; et,22382.91
municipality,798,,City of Johannesburg,Unspecified,2375.124
municipality,7980,,City of Johannesburg,Unspecified,2375.124
municipality,798,,City of Johannesburg,Unspecified,2375.124
municipality,7980,,City of Johannesburg,Unspecified,2375.124
municipality,6403,,City of Matlosana,A municipality,397399.5
municipality,6403,,City of Matlosana,A water vendor,5021.723
municipality,6403,,City of Matlosana,Do not know,1832.55
municipality,6403,,City of Matlosana,Flowing water/stream/river/spring/rain water,73.03702
municipality,6403,,City of Matlosana,Other water scheme (e.g. community water supply),4148.451
municipality,6403,,City of Matlosana,Own service (e.g. private borehole; own source on a farm; et,8610.923
municipality,6403,,City of Matlosana,Unspecified,195.9582
municipality,8326,,City of Mbombela,A municipality,512261.3
municipality,8326,,City of Mbombela,A water vendor,41475.38
municipality,8326,,City of Mbombela,Do not know,13078.71
municipality,8326,,City of Mbombela,Flowing water/stream/river/spring/rain water,22400.4
municipality,8326,,City of Mbombela,Other water scheme (e.g. community water supply),74673.86
municipality,8326,,City of Mbombela,Own service (e.g. private borehole; own source on a farm; et,31745.42
municipality,8326,,City of Mbombela,Unspecified,277.9385
municipality,799,,City of Tshwane,A municipality,3021035
municipality,7990,,City of Tshwane,A municipality,3021035
municipality,799,,City of Tshwane,A municipality,3021035
municipality,7990,,City of Tshwane,A municipality,3021035
municipality,799,,City of Tshwane,A water vendor,21596.74
municipality,7990,,City of Tshwane,A water vendor,21596.74
municipality,799,,City of Tshwane,A water vendor,21596.74
municipality,7990,,City of Tshwane,A water vendor,21596.74
municipality,799,,City of Tshwane,Do not know,38586.95
municipality,7990,,City of Tshwane,Do not know,38586.95
municipality,799,,City of Tshwane,Do not know,38586.95
municipality,7990,,City of Tshwane,Do not know,38586.95
municipality,799,,City of Tshwane,Flowing water/stream/river/spring/rain water,6681.582
municipality,7990,,City of Tshwane,Flowing water/stream/river/spring/rain water,6681.582
municipality,799,,City of Tshwane,Flowing water/stream/river/spring/rain water,6681.582
municipality,7990,,City of Tshwane,Flowing water/stream/river/spring/rain water,6681.582
municipality,799,,City of Tshwane,Other water scheme (e.g. community water supply),97078.73
municipality,7990,,City of Tshwane,Other water scheme (e.g. community water supply),97078.73
municipality,799,,City of Tshwane,Other water scheme (e.g. community water supply),97078.73
municipality,7990,,City of Tshwane,Other water scheme (e.g. community water supply),97078.73
municipality,799,,City of Tshwane,Own service (e.g. private borehole; own source on a farm; et,88883.81
municipality,7990,,City of Tshwane,Own service (e.g. private borehole; own source on a farm; et,88883.81
municipality,799,,City of Tshwane,Own service (e.g. private borehole; own source on a farm; et,88883.81
municipality,7990,,City of Tshwane,Own service (e.g. private borehole; own source on a farm; et,88883.81
municipality,799,,City of Tshwane,Unspecified,1288.589
municipality,7990,,City of Tshwane,Unspecified,1288.589
municipality,799,,City of Tshwane,Unspecified,1288.589
municipality,7990,,City of Tshwane,Unspecified,1288.589
municipality,5254,,Dannhauser,A municipality,82225.5
municipality,5254,,Dannhauser,A water vendor,7479.445
municipality,5254,,Dannhauser,Do not know,1729.845
municipality,5254,,Dannhauser,Flowing water/stream/river/spring/rain water,2163.83
municipality,5254,,Dannhauser,Other water scheme (e.g. community water supply),6912.605
municipality,5254,,Dannhauser,Own service (e.g. private borehole; own source on a farm; et,4830.003
municipality,5254,,Dannhauser,Unspecified,0
municipality,3087,,Dawid Kruiper,A municipality,102537.2
municipality,3087,,Dawid Kruiper,A water vendor,891.568
municipality,3087,,Dawid Kruiper,Do not know,45.28843
municipality,3087,,Dawid Kruiper,Flowing water/stream/river/spring/rain water,1390.624
municipality,3087,,Dawid Kruiper,Other water scheme (e.g. community water supply),639.5994
municipality,3087,,Dawid Kruiper,Own service (e.g. private borehole; own source on a farm; et,1601.84
municipality,3087,,Dawid Kruiper,Unspecified,55.10019
municipality,4192,,Dihlabeng,A municipality,128923.5
municipality,4192,,Dihlabeng,A water vendor,456.4708
municipality,4192,,Dihlabeng,Do not know,87.09115
municipality,4192,,Dihlabeng,Flowing water/stream/river/spring/rain water,694.2167
municipality,4192,,Dihlabeng,Other water scheme (e.g. community water supply),333.621
municipality,4192,,Dihlabeng,Own service (e.g. private borehole; own source on a farm; et,9490.69
municipality,4192,,Dihlabeng,Unspecified,58.16076
municipality,3092,,Dikgatlong,A municipality,44640.53
municipality,3092,,Dikgatlong,A water vendor,55.83118
municipality,3092,,Dikgatlong,Do not know,363.8071
municipality,3092,,Dikgatlong,Flowing water/stream/river/spring/rain water,306.9278
municipality,3092,,Dikgatlong,Other water scheme (e.g. community water supply),1054.944
municipality,3092,,Dikgatlong,Own service (e.g. private borehole; own source on a farm; et,2051.36
municipality,3092,,Dikgatlong,Unspecified,0
municipality,8306,,Dipaleseng,A municipality,38623.86
municipality,8306,,Dipaleseng,A water vendor,68.00943
municipality,8306,,Dipaleseng,Do not know,546.3328
municipality,8306,,Dipaleseng,Flowing water/stream/river/spring/rain water,64.76818
municipality,8306,,Dipaleseng,Other water scheme (e.g. community water supply),393.0978
municipality,8306,,Dipaleseng,Own service (e.g. private borehole; own source on a farm; et,5479.107
municipality,8306,,Dipaleseng,Unspecified,56.85454
municipality,6384,,Ditsobotla,A municipality,134920.8
municipality,6384,,Ditsobotla,A water vendor,1467.246
municipality,6384,,Ditsobotla,Do not know,1858.773
municipality,6384,,Ditsobotla,Flowing water/stream/river/spring/rain water,648.9049
municipality,6384,,Ditsobotla,Other water scheme (e.g. community water supply),12105.15
municipality,6384,,Ditsobotla,Own service (e.g. private borehole; own source on a farm; et,30863.88
municipality,6384,,Ditsobotla,Unspecified,0
municipality,2101,,Dr Beyers Naude,A municipality,74942.65
municipality,2101,,Dr Beyers Naude,A water vendor,129.4841
municipality,2101,,Dr Beyers Naude,Do not know,0
municipality,2101,,Dr Beyers Naude,Flowing water/stream/river/spring/rain water,3491.122
municipality,2101,,Dr Beyers Naude,Other water scheme (e.g. community water supply),25.68915
municipality,2101,,Dr Beyers Naude,Own service (e.g. private borehole; own source on a farm; et,3607.765
municipality,2101,,Dr Beyers Naude,Unspecified,0
municipality,8316,,Dr JS Moroka,A municipality,183005
municipality,8316,,Dr JS Moroka,A water vendor,8311.271
municipality,8316,,Dr JS Moroka,Do not know,2105.765
municipality,8316,,Dr JS Moroka,Flowing water/stream/river/spring/rain water,1120.234
municipality,8316,,Dr JS Moroka,Other water scheme (e.g. community water supply),5299.931
municipality,8316,,Dr JS Moroka,Own service (e.g. private borehole; own source on a farm; et,46150.74
municipality,8316,,Dr JS Moroka,Unspecified,22.79325
district,640,,Dr Kenneth Kaunda,A municipality,684113.9
district,640,,Dr Kenneth Kaunda,A water vendor,7286.22
district,640,,Dr Kenneth Kaunda,Do not know,4509.99
district,640,,Dr Kenneth Kaunda,Flowing water/stream/river/spring/rain water,631.6209
district,640,,Dr Kenneth Kaunda,Other water scheme (e.g. community water supply),9134.394
district,640,,Dr Kenneth Kaunda,Own service (e.g. private borehole; own source on a farm; et,36822.56
district,640,,Dr Kenneth Kaunda,Unspecified,322.6402
municipality,5436,,Dr Nkosazana Dlamini Zuma,A municipality,39227.29
municipality,5436,,Dr Nkosazana Dlamini Zuma,A water vendor,639.692
municipality,5436,,Dr Nkosazana Dlamini Zuma,Do not know,381.9658
municipality,5436,,Dr Nkosazana Dlamini Zuma,Flowing water/stream/river/spring/rain water,39530.43
municipality,5436,,Dr Nkosazana Dlamini Zuma,Other water scheme (e.g. community water supply),30367.08
municipality,5436,,Dr Nkosazana Dlamini Zuma,Own service (e.g. private borehole; own source on a farm; et,8333.595
municipality,5436,,Dr Nkosazana Dlamini Zuma,Unspecified,0
municipality,8304,,Dr Pixley Ka Isaka Seme,A municipality,72094.29
municipality,8304,,Dr Pixley Ka Isaka Seme,A water vendor,444.4305
municipality,8304,,Dr Pixley Ka Isaka Seme,Do not know,827.6191
municipality,8304,,Dr Pixley Ka Isaka Seme,Flowing water/stream/river/spring/rain water,3447.712
municipality,8304,,Dr Pixley Ka Isaka Seme,Other water scheme (e.g. community water supply),870.9565
municipality,8304,,Dr Pixley Ka Isaka Seme,Own service (e.g. private borehole; own source on a farm; et,7709.821
municipality,8304,,Dr Pixley Ka Isaka Seme,Unspecified,0
district,639,,Dr Ruth Segomotsi Mompati,A municipality,277813.9
district,639,,Dr Ruth Segomotsi Mompati,A water vendor,11157.87
district,639,,Dr Ruth Segomotsi Mompati,Do not know,3695.477
district,639,,Dr Ruth Segomotsi Mompati,Flowing water/stream/river/spring/rain water,428.0392
district,639,,Dr Ruth Segomotsi Mompati,Other water scheme (e.g. community water supply),109276.3
district,639,,Dr Ruth Segomotsi Mompati,Own service (e.g. private borehole; own source on a farm; et,56783.19
district,639,,Dr Ruth Segomotsi Mompati,Unspecified,202.6537
municipality,1023,,Drakenstein,A municipality,261655.5
municipality,1023,,Drakenstein,A water vendor,620.148
municipality,1023,,Drakenstein,Do not know,1230.573
municipality,1023,,Drakenstein,Flowing water/stream/river/spring/rain water,1710.965
municipality,1023,,Drakenstein,Other water scheme (e.g. community water supply),915.3773
municipality,1023,,Drakenstein,Own service (e.g. private borehole; own source on a farm; et,13918.3
municipality,1023,,Drakenstein,Unspecified,143.8563
province,EC,,Eastern Cape,A municipality,4390528
province,EC,,Eastern Cape,A water vendor,74700.02
province,EC,,Eastern Cape,Do not know,38002.05
province,EC,,Eastern Cape,Flowing water/stream/river/spring/rain water,1894245
province,EC,,Eastern Cape,Other water scheme (e.g. community water supply),405163.9
province,EC,,Eastern Cape,Own service (e.g. private borehole; own source on a farm; et,193101.7
province,EC,,Eastern Cape,Unspecified,1235.227
district,104,,Garden Route,A municipality,577156.4
district,104,,Garden Route,A water vendor,2340.272
district,104,,Garden Route,Do not know,1541.134
district,104,,Garden Route,Flowing water/stream/river/spring/rain water,11015.5
district,104,,Garden Route,Other water scheme (e.g. community water supply),4736.973
district,104,,Garden Route,Own service (e.g. private borehole; own source on a farm; et,13953.41
district,104,,Garden Route,Unspecified,534.027
district,832,,Ehlanzeni,A municipality,1271000
district,832,,Ehlanzeni,A water vendor,82888.82
district,832,,Ehlanzeni,Do not know,41365.35
district,832,,Ehlanzeni,Flowing water/stream/river/spring/rain water,68018.19
district,832,,Ehlanzeni,Other water scheme (e.g. community water supply),205200.3
district,832,,Ehlanzeni,Own service (e.g. private borehole; own source on a farm; et,86024.83
district,832,,Ehlanzeni,Unspecified,432.8439
municipality,797,,Ekurhuleni,A municipality,3293405
municipality,7970,,Ekurhuleni,A municipality,3293405
municipality,797,,Ekurhuleni,A municipality,3293405
municipality,7970,,Ekurhuleni,A municipality,3293405
municipality,797,,Ekurhuleni,A water vendor,4463.472
municipality,7970,,Ekurhuleni,A water vendor,4463.472
municipality,797,,Ekurhuleni,A water vendor,4463.472
municipality,7970,,Ekurhuleni,A water vendor,4463.472
municipality,797,,Ekurhuleni,Do not know,27028.1
municipality,7970,,Ekurhuleni,Do not know,27028.1
municipality,797,,Ekurhuleni,Do not know,27028.1
municipality,7970,,Ekurhuleni,Do not know,27028.1
municipality,797,,Ekurhuleni,Flowing water/stream/river/spring/rain water,693.11
municipality,7970,,Ekurhuleni,Flowing water/stream/river/spring/rain water,693.11
municipality,797,,Ekurhuleni,Flowing water/stream/river/spring/rain water,693.11
municipality,7970,,Ekurhuleni,Flowing water/stream/river/spring/rain water,693.11
municipality,797,,Ekurhuleni,Other water scheme (e.g. community water supply),34719.22
municipality,7970,,Ekurhuleni,Other water scheme (e.g. community water supply),34719.22
municipality,797,,Ekurhuleni,Other water scheme (e.g. community water supply),34719.22
municipality,7970,,Ekurhuleni,Other water scheme (e.g. community water supply),34719.22
municipality,797,,Ekurhuleni,Own service (e.g. private borehole; own source on a farm; et,17563.78
