id,geo_level,geo_code,parent_level,parent_code,version,name,long_name,square_kms
1536,level2,KE_2_019098,level1,KE_1_019,2009,Mukurweni,Mukurweni,
1537,level2,KE_2_037205,level1,KE_1_037,2009,Mumias East,Mumias East,
1538,level2,KE_2_037204,level1,KE_1_037,2009,Mumias West,Mumias West,
1539,level2,KE_2_001006,level1,KE_1_001,2009,Mvita,Mvita,14.6
1540,level2,KE_2_016082,level1,KE_1_016,2009,Mwala,Mwala,1020.3
1541,level2,KE_2_006025,level1,KE_1_006,2009,Mwatate,Mwatate,2722.6
1542,level2,KE_2_020100,level1,KE_1_020,2009,Mwea,Mwea,
1543,level2,KE_2_015069,level1,KE_1_015,2009,Mwingi East,Mwingi East,
1544,level2,KE_2_015067,level1,KE_1_015,2009,Mwingi North,Mwingi North,
1545,level2,KE_2_015068,level1,KE_1_015,2009,Mwingi West,Mwingi West,
1546,level2,KE_2_032168,level1,KE_1_032,2009,Naivasha,Naivasha,1958.4
1547,level2,KE_2_032176,level1,KE_1_032,2009,Nakuru Town East,Nakuru Town East,
1548,level2,KE_2_032175,level1,KE_1_032,2009,Nakuru Town West,Nakuru Town West,
1549,level2,KE_2_040227,level1,KE_1_040,2009,Nambale,Nambale,238.1
1550,level2,KE_2_029153,level1,KE_1_029,2009,Nandi Hills,Nandi Hills,
1551,level2,KE_2_033180,level1,KE_1_033,2009,Narok East,Narok East,2042
1552,level2,KE_2_033179,level1,KE_1_033,2009,Narok North,Narok North,2159.4
1553,level2,KE_2_033181,level1,KE_1_033,2009,Narok South,Narok South,4577.3
1554,level2,KE_2_033182,level1,KE_1_033,2009,Narok West,Narok West,5563
1555,level2,KE_2_037203,level1,KE_1_037,2009,Navakholo,Navakholo,259.3
1556,level2,KE_2_018093,level1,KE_1_018,2009,Ndaragwa,Ndaragwa,
1557,level2,KE_2_043250,level1,KE_1_043,2009,Ndhiwa,Ndhiwa,713.5
1558,level2,KE_2_020102,level1,KE_1_020,2009,Ndia,Ndia,
1559,level2,KE_2_013060,level1,KE_1_013,2009,Nithi,Nithi,
1560,level2,KE_2_032167,level1,KE_1_032,2009,Njoro,Njoro,699.5
1561,level2,KE_2_010046,level1,KE_1_010,2009,North Horr,North Horr,19336.7
1562,level2,KE_2_012056,level1,KE_1_012,2009,North Imenti,North Imenti,
1563,level2,KE_2_046272,level1,KE_1_046,2009,North Mugirango,North Mugirango,
1564,level2,KE_2_042244,level1,KE_1_042,2009,Nyakach,Nyakach,326.7
1565,level2,KE_2_001004,level1,KE_1_001,2009,Nyali,Nyali,22.5
1566,level2,KE_2_042242,level1,KE_1_042,2009,Nyando,Nyando,446.1
1567,level2,KE_2_045267,level1,KE_1_045,2009,Nyaribari Chache,Nyaribari Chache,
1568,level2,KE_2_045266,level1,KE_1_045,2009,Nyaribari Masaba,Nyaribari Masaba,
1569,level2,KE_2_044258,level1,KE_1_044,2009,Nyatike,Nyatike,676.9
1570,level2,KE_2_019099,level1,KE_1_019,2009,Nyeri Town,Nyeri Town,
1571,level2,KE_2_018092,level1,KE_1_018,2009,Ol Jorok,Ol Jorok,
1572,level2,KE_2_018091,level1,KE_1_018,2009,Ol Kalou,Ol Kalou,
1573,level2,KE_2_019097,level1,KE_1_019,2009,Othaya,Othaya,
1574,level2,KE_2_024132,level1,KE_1_024,2009,Pokot South,Pokot South,536.7
1575,level2,KE_2_003014,level1,KE_1_003,2009,Rabai,Rabai,207.8
1576,level2,KE_2_043248,level1,KE_1_043,2009,Rangwe,Rangwe,274.1
1577,level2,KE_2_041237,level1,KE_1_041,2009,Rarieda,Rarieda,402.4
1578,level2,KE_2_032173,level1,KE_1_032,2009,Rongai,Rongai,988.1
1579,level2,KE_2_044253,level1,KE_1_044,2009,Rongo,Rongo,213.4
1580,level2,KE_2_047279,level1,KE_1_047,2009,Roysambu,Roysambu,
1581,level2,KE_2_047281,level1,KE_1_047,2009,Ruaraka,Ruaraka,
1582,level2,KE_2_022115,level1,KE_1_022,2009,Ruiru,Ruiru,201.1
1583,level2,KE_2_014064,level1,KE_1_014,2009,Runyenjes,Runyenjes,
1584,level2,KE_2_038212,level1,KE_1_038,2009,Sabatia,Sabatia,111.4
1585,level2,KE_2_026138,level1,KE_1_026,2009,Saboti,Saboti,
1586,level2,KE_2_010047,level1,KE_1_010,2009,Saku,Saku,
1587,level2,KE_2_025135,level1,KE_1_025,2009,Samburu East,Samburu East,1015.9
1588,level2,KE_2_025134,level1,KE_1_025,2009,Samburu North,Samburu North,7374.8
1589,level2,KE_2_025133,level1,KE_1_025,2009,Samburu West,Samburu West,
1590,level2,KE_2_042241,level1,KE_1_042,2009,Seme,Seme,267.7
1591,level2,KE_2_037209,level1,KE_1_037,2009,Shinyalu,Shinyalu,
1592,level2,KE_2_014066,level1,KE_1_014,2009,Siakago,Siakago,
1593,level2,KE_2_024130,level1,KE_1_024,2009,Sigor,Sigor,
1594,level2,KE_2_035193,level1,KE_1_035,2009,Sigowet/Soin,Sigowet/Soin,
1595,level2,KE_2_039217,level1,KE_1_039,2009,Sirisia,Sirisia,
1596,level2,KE_2_036194,level1,KE_1_036,2009,Sotik,Sotik,544.3
1597,level2,KE_2_012059,level1,KE_1_012,2009,South Imenti,South Imenti,
1598,level2,KE_2_045262,level1,KE_1_045,2009,South Mugirango,South Mugirango,
1599,level2,KE_2_027141,level1,KE_1_027,2009,Soy,Soy,667.6
1600,level2,KE_2_047289,level1,KE_1_047,2009,Starehe,Starehe,20.6
1601,level2,KE_2_043251,level1,KE_1_043,2009,Suba North,Suba North,406.3
1602,level2,KE_2_043252,level1,KE_1_043,2009,Suba South,Suba South,634.1
1603,level2,KE_2_032172,level1,KE_1_032,2009,Subukia,Subukia,401.5
1604,level2,KE_2_044255,level1,KE_1_044,2009,Suna East,Suna East,205.1
1605,level2,KE_2_044256,level1,KE_1_044,2009,Suna West,Suna West,287.5
1606,level2,KE_2_008035,level1,KE_1_008,2009,Tarbaj,Tarbaj,9650.9
1607,level2,KE_2_006023,level1,KE_1_006,2009,Taveta,Taveta,6398.7
1608,level2,KE_2_040225,level1,KE_1_040,2009,Teso North,Teso North,261
1609,level2,KE_2_040226,level1,KE_1_040,2009,Teso South,Teso South,302.9
1610,level2,KE_2_019094,level1,KE_1_019,2009,Tetu,Tetu,216.5
1611,level2,KE_2_013062,level1,KE_1_013,2009,Tharaka,Tharaka,
1612,level2,KE_2_022114,level1,KE_1_022,2009,Thika Town,Thika Town,
1613,level2,KE_2_030157,level1,KE_1_030,2009,Tiaty,Tiaty,
1614,level2,KE_2_012055,level1,KE_1_012,2009,Tigania East,Tigania East,507.9
1615,level2,KE_2_012054,level1,KE_1_012,2009,Tigania West,Tigania West,398.6
1616,level2,KE_2_029151,level1,KE_1_029,2009,Tinderet,Tinderet,557.1
1617,level2,KE_2_039224,level1,KE_1_039,2009,Tongaren,Tongaren,185.3
1618,level2,KE_2_027142,level1,KE_1_027,2009,Turbo,Turbo,431.4
1619,level2,KE_2_023125,level1,KE_1_023,2009,Turkana Central,Turkana Central,6415.2
1620,level2,KE_2_023128,level1,KE_1_023,2009,Turkana East,Turkana East,11395.6
1621,level2,KE_2_023123,level1,KE_1_023,2009,Turkana North,Turkana North,7012.2
1622,level2,KE_2_023127,level1,KE_1_023,2009,Turkana South,Turkana South,7051.5
1623,level2,KE_2_023124,level1,KE_1_023,2009,Turkana West,Turkana West,16778.9
1624,level2,KE_2_041232,level1,KE_1_041,2009,Ugenya,Ugenya,323.5
1625,level2,KE_2_041233,level1,KE_1_041,2009,Ugunja,Ugunja,201
1626,level2,KE_2_044257,level1,KE_1_044,2009,Uriri,Uriri,392.1
1627,level2,KE_2_038211,level1,KE_1_038,2009,Vihiga,Vihiga,90.1
1628,level2,KE_2_006026,level1,KE_1_006,2009,Voi,Voi,7552.8
1629,level2,KE_2_008034,level1,KE_1_008,2009,Wajir East,Wajir East,4055.1
1630,level2,KE_2_008033,level1,KE_1_008,2009,Wajir North,Wajir North,4042.9
1631,level2,KE_2_008038,level1,KE_1_008,2009,Wajir South,Wajir South,1732.6
1632,level2,KE_2_008036,level1,KE_1_008,2009,Wajir West,Wajir West,9042.3
1633,level2,KE_2_039221,level1,KE_1_039,2009,Webuye East,Webuye East,
1634,level2,KE_2_039222,level1,KE_1_039,2009,Webuye West,Webuye West,238.9
1635,level2,KE_2_046271,level1,KE_1_046,2009,West Mugirango,West Mugirango,
1636,level2,KE_2_047274,level1,KE_1_047,2009,Westlands,Westlands,97.5
1637,level2,KE_2_006024,level1,KE_1_006,2009,Wundanyi,Wundanyi,
1638,level2,KE_2_016076,level1,KE_1_016,2009,Yatta,Yatta,1062.4
1639,level1,MA_1_001,country,MA,2009,Chaouia - Ouardigha,Chaouia - Ouardigha,
1640,level1,MA_1_002,country,MA,2009,Doukkala - Abda,Doukkala - Abda,
1641,level1,MA_1_003,country,MA,2009,Fès - Boulemane,Fès - Boulemane,
1642,level1,MA_1_004,country,MA,2009,Gharb - Chrarda - Béni Hssen,Gharb - Chrarda - Béni Hssen,
1643,level1,MA_1_005,country,MA,2009,Grand Casablanca,Grand Casablanca,
1644,level1,MA_1_006,country,MA,2009,Guelmim - Es-Semara,Guelmim - Es-Semara,
1645,level1,MA_1_007,country,MA,2009,Laâyoune - Boujdour - Sakia El Hamra,Laâyoune - Boujdour - Sakia El Hamra,
1646,level1,MA_1_008,country,MA,2009,Marrakech - Tensift - Al Haouz,Marrakech - Tensift - Al Haouz,
1647,level1,MA_1_009,country,MA,2009,Meknès - Tafilalet,Meknès - Tafilalet,
1648,level1,MA_1_010,country,MA,2009,Oriental,Oriental,
1649,level1,MA_1_011,country,MA,2009,Rabat - Salé - Zemmour - Zaer,Rabat - Salé - Zemmour - Zaer,
1650,level1,MA_1_012,country,MA,2009,Souss - Massa - Draâ,Souss - Massa - Draâ,
1651,level1,MA_1_013,country,MA,2009,Tadla - Azilal,Tadla - Azilal,
1652,level1,MA_1_014,country,MA,2009,Tanger - Tétouan,Tanger - Tétouan,
1653,level1,MA_1_015,country,MA,2009,Taza - Al Hoceima - Taounate,Taza - Al Hoceima - Taounate,
1654,level2,MA_2_0001,level1,MA_1_001,2009,Ben Slimane,Ben Slimane,
1655,level2,MA_2_0002,level1,MA_1_001,2009,Khouribga,Khouribga,
1656,level2,MA_2_0003,level1,MA_1_001,2009,Settat,Settat,
1657,level2,MA_2_0004,level1,MA_1_002,2009,El Jadida,El Jadida,
1658,level2,MA_2_0005,level1,MA_1_002,2009,Safi,Safi,
1659,level2,MA_2_0006,level1,MA_1_003,2009,Boulemane,Boulemane,
1660,level2,MA_2_0007,level1,MA_1_003,2009,Fès,Fès,
1661,level2,MA_2_0008,level1,MA_1_003,2009,Sefrou,Sefrou,
1662,level2,MA_2_0009,level1,MA_1_003,2009,Zouagha-Moulay Yacoub,Zouagha-Moulay Yacoub,
1663,level2,MA_2_0010,level1,MA_1_004,2009,Kénitra,Kénitra,
1664,level2,MA_2_0011,level1,MA_1_004,2009,Sidi Kacem,Sidi Kacem,
1665,level2,MA_2_0012,level1,MA_1_005,2009,Casablanca,Casablanca,
1666,level2,MA_2_0013,level1,MA_1_005,2009,Mohammedia,Mohammedia,
1667,level2,MA_2_0014,level1,MA_1_006,2009,Assa-Zag,Assa-Zag,
1668,level2,MA_2_0015,level1,MA_1_006,2009,Guelmim,Guelmim,
1669,level2,MA_2_0016,level1,MA_1_006,2009,Tan-Tan,Tan-Tan,
1670,level2,MA_2_0017,level1,MA_1_006,2009,Tata,Tata,
1671,level2,MA_2_0018,level1,MA_1_007,2009,Laâyoune,Laâyoune,
1672,level2,MA_2_0019,level1,MA_1_008,2009,Al Haouz,Al Haouz,
1673,level2,MA_2_0020,level1,MA_1_008,2009,Chichaoua,Chichaoua,
1674,level2,MA_2_0021,level1,MA_1_008,2009,El Kelaâ des Sraghna,El Kelaâ des Sraghna,
1675,level2,MA_2_0022,level1,MA_1_008,2009,Essaouira,Essaouira,
1676,level2,MA_2_0023,level1,MA_1_008,2009,Marrakech,Marrakech,
1677,level2,MA_2_0024,level1,MA_1_009,2009,El Hajeb,El Hajeb,
1678,level2,MA_2_0025,level1,MA_1_009,2009,Errachidia,Errachidia,
1679,level2,MA_2_0026,level1,MA_1_009,2009,Ifrane,Ifrane,
1680,level2,MA_2_0027,level1,MA_1_009,2009,Khénifra,Khénifra,
1681,level2,MA_2_0028,level1,MA_1_009,2009,Meknès,Meknès,
1682,level2,MA_2_0029,level1,MA_1_010,2009,Berkane Taourirt,Berkane Taourirt,
1684,level2,MA_2_0030,level1,MA_1_010,2009,Figuig,Figuig,
1685,level2,MA_2_0031,level1,MA_1_010,2009,Jerada,Jerada,
1687,level2,MA_2_0032,level1,MA_1_010,2009,Nador,Nador,
1688,level2,MA_2_0033,level1,MA_1_010,2009,Oujda Angad,Oujda Angad,
1689,level2,MA_2_0034,level1,MA_1_011,2009,Khémisset,Khémisset,
1690,level2,MA_2_0035,level1,MA_1_011,2009,Rabat,Rabat,
1691,level2,MA_2_0036,level1,MA_1_011,2009,Salé,Salé,
1692,level2,MA_2_0037,level1,MA_1_011,2009,Skhirate-Témara,Skhirate-Témara,
1693,level2,MA_2_0038,level1,MA_1_012,2009,Agadir-Ida ou Tanane,Agadir-Ida ou Tanane,
1694,level2,MA_2_0039,level1,MA_1_012,2009,Chtouka-Aït Baha,Chtouka-Aït Baha,
1695,level2,MA_2_0040,level1,MA_1_012,2009,Inezgane-Aït Melloul,Inezgane-Aït Melloul,
1696,level2,MA_2_0041,level1,MA_1_012,2009,Ouarzazate,Ouarzazate,
1697,level2,MA_2_0041,level1,MA_1_012,2009,Ouarzazate,Ouarzazate,
1698,level2,MA_2_0042,level1,MA_1_012,2009,Taroudannt,Taroudannt,
1699,level2,MA_2_0043,level1,MA_1_012,2009,Tiznit,Tiznit,
1700,level2,MA_2_0044,level1,MA_1_012,2009,Zagora,Zagora,
1701,level2,MA_2_0045,level1,MA_1_013,2009,Azilal,Azilal,
1702,level2,MA_2_0046,level1,MA_1_013,2009,Béni Mellal,Béni Mellal,
1703,level2,MA_2_0047,level1,MA_1_014,2009,Chefchaouen,Chefchaouen,
1704,level2,MA_2_0048,level1,MA_1_014,2009,Fahs Anjra,Fahs Anjra,
1705,level2,MA_2_0049,level1,MA_1_014,2009,Larache,Larache,
1706,level2,MA_2_0050,level1,MA_1_014,2009,Tétouan,Tétouan,
1707,level2,MA_2_0051,level1,MA_1_014,2009,Tanger-Assilah,Tanger-Assilah,
1708,level2,MA_2_0052,level1,MA_1_015,2009,Al Hoceïma,Al Hoceïma,
1709,level2,MA_2_0053,level1,MA_1_015,2009,Taounate,Taounate,
1710,level2,MA_2_0054,level1,MA_1_015,2009,Taza,Taza,
1711,level3,MA_3_00001,level2,MA_2_0001,2009,Ben Slimane,Ben Slimane,
1712,level3,MA_3_00002,level2,MA_2_0001,2009,Bouznika,Bouznika,
1713,level3,MA_3_00003,level2,MA_2_0001,2009,NA (Ben Slimane),NA (Ben Slimane),
1714,level3,MA_3_00004,level2,MA_2_0001,2009,NA (Bouznika),NA (Bouznika),
1715,level3,MA_3_00005,level2,MA_2_0002,2009,Bejaad,Bejaad,
1716,level3,MA_3_00006,level2,MA_2_0002,2009,Khouribga,Khouribga,
1717,level3,MA_3_00007,level2,MA_2_0002,2009,NA (Bejaad),NA (Bejaad),
1718,level3,MA_3_00008,level2,MA_2_0002,2009,NA (Boujniba),NA (Boujniba),
1719,level3,MA_3_00009,level2,MA_2_0002,2009,NA (Hattane),NA (Hattane),
1720,level3,MA_3_00010,level2,MA_2_0002,2009,NA (Khouribga),NA (Khouribga),
1721,level3,MA_3_00011,level2,MA_2_0002,2009,NA (Ouad Zem),NA (Ouad Zem),
1722,level3,MA_3_00012,level2,MA_2_0002,2009,Ouad Zem,Ouad Zem,
1723,level3,MA_3_00013,level2,MA_2_0003,2009,Ben Ahmed,Ben Ahmed,
1724,level3,MA_3_00014,level2,MA_2_0003,2009,Berrechid,Berrechid,
1725,level3,MA_3_00015,level2,MA_2_0003,2009,El Borouj,El Borouj,
1726,level3,MA_3_00016,level2,MA_2_0003,2009,El Gara,El Gara,
1727,level3,MA_3_00017,level2,MA_2_0003,2009,NA (Ben Ahmed),NA (Ben Ahmed),
1728,level3,MA_3_00018,level2,MA_2_0003,2009,NA (Berrechid),NA (Berrechid),
1729,level3,MA_3_00019,level2,MA_2_0003,2009,NA (El Borouj),NA (El Borouj),
1730,level3,MA_3_00020,level2,MA_2_0003,2009,NA (El Gara),NA (El Gara),
1731,level3,MA_3_00021,level2,MA_2_0003,2009,NA (Loulad),NA (Loulad),
1732,level3,MA_3_00022,level2,MA_2_0003,2009,NA (Oulad Abbou),NA (Oulad Abbou),
1733,level3,MA_3_00023,level2,MA_2_0003,2009,'NA (Oulad M''Rah)','NA (Oulad M''Rah)',
1734,level3,MA_3_00024,level2,MA_2_0003,2009,NA (Settat),NA (Settat),
1735,level3,MA_3_00025,level2,MA_2_0003,2009,Settat,Settat,
1736,level3,MA_3_00026,level2,MA_2_0004,2009,Azemmour,Azemmour,
1737,level3,MA_3_00027,level2,MA_2_0004,2009,El Jadida,El Jadida,
1738,level3,MA_3_00028,level2,MA_2_0004,2009,NA (Azemmour),NA (Azemmour),
1739,level3,MA_3_00029,level2,MA_2_0004,2009,NA (El Jadida),NA (El Jadida),
1740,level3,MA_3_00030,level2,MA_2_0004,2009,NA (Lbir Jdid),NA (Lbir Jdid),
1741,level3,MA_3_00031,level2,MA_2_0004,2009,NA (Sidi Bennour),NA (Sidi Bennour),
1742,level3,MA_3_00032,level2,MA_2_0004,2009,NA (Zemamra),NA (Zemamra),
1743,level3,MA_3_00033,level2,MA_2_0004,2009,Sidi Bennou,Sidi Bennou,
1744,level3,MA_3_00034,level2,MA_2_0004,2009,Sidi Smail,Sidi Smail,
1745,level3,MA_3_00035,level2,MA_2_0004,2009,Zemamra,Zemamra,
1746,level3,MA_3_00036,level2,MA_2_0005,2009,Abda,Abda,
1747,level3,MA_3_00037,level2,MA_2_0005,2009,Ahmar,Ahmar,
1748,level3,MA_3_00038,level2,MA_2_0005,2009,Gzoula,Gzoula,
1749,level3,MA_3_00039,level2,MA_2_0005,2009,Hrara,Hrara,
1750,level3,MA_3_00040,level2,MA_2_0005,2009,NA (Asfi Biyada),NA (Asfi Biyada),
1751,level3,MA_3_00041,level2,MA_2_0005,2009,NA (Asfi Boudheb),NA (Asfi Boudheb),
1752,level3,MA_3_00042,level2,MA_2_0005,2009,NA (Asfi Zaouia),NA (Asfi Zaouia),
1753,level3,MA_3_00043,level2,MA_2_0005,2009,NA (Echemmaia),NA (Echemmaia),
1754,level3,MA_3_00044,level2,MA_2_0005,2009,NA (Jamaat Shaim),NA (Jamaat Shaim),
1755,level3,MA_3_00045,level2,MA_2_0005,2009,NA (Sebt Gzoula),NA (Sebt Gzoula),
1756,level3,MA_3_00046,level2,MA_2_0005,2009,NA (Youssoufia),NA (Youssoufia),
1757,level3,MA_3_00047,level2,MA_2_0006,2009,Boulemane,Boulemane,
1758,level3,MA_3_00048,level2,MA_2_0006,2009,Missour,Missour,
1759,level3,MA_3_00049,level2,MA_2_0006,2009,NA (Boulemane),NA (Boulemane),
1760,level3,MA_3_00050,level2,MA_2_0006,2009,NA (Imouzzer Marmoucha),NA (Imouzzer Marmoucha),
1761,level3,MA_3_00051,level2,MA_2_0006,2009,NA (Missour),NA (Missour),
1762,level3,MA_3_00052,level2,MA_2_0006,2009,NA (Outat El Haj),NA (Outat El Haj),
1763,level3,MA_3_00053,level2,MA_2_0006,2009,Outat El Ha,Outat El Ha,
1764,level3,MA_3_00054,level2,MA_2_0007,2009,NA (Agdal),NA (Agdal),
1765,level3,MA_3_00055,level2,MA_2_0007,2009,NA (Fes Medina),NA (Fes Medina),
1766,level3,MA_3_00056,level2,MA_2_0007,2009,NA (Machouar Fes El Jadid),NA (Machouar Fes El Jadid),
1767,level3,MA_3_00057,level2,MA_2_0007,2009,NA (Saiss),NA (Saiss),
1768,level3,MA_3_00058,level2,MA_2_0007,2009,Oulad Tayeb,Oulad Tayeb,
1769,level3,MA_3_00059,level2,MA_2_0007,2009,Sans nom,Sans nom,
1770,level3,MA_3_00060,level2,MA_2_0008,2009,El Menzel,El Menzel,
1771,level3,MA_3_00061,level2,MA_2_0008,2009,Imouzzer Ka,Imouzzer Ka,
1772,level3,MA_3_00062,level2,MA_2_0008,2009,NA (Bhalil),NA (Bhalil),
1773,level3,MA_3_00063,level2,MA_2_0008,2009,NA (El Menzel),NA (El Menzel),
1774,level3,MA_3_00064,level2,MA_2_0008,2009,NA (Imouzzer Kandar),NA (Imouzzer Kandar),
1775,level3,MA_3_00065,level2,MA_2_0008,2009,NA (Ribate El Kheir),NA (Ribate El Kheir),
1776,level3,MA_3_00066,level2,MA_2_0008,2009,NA (Sefrou),NA (Sefrou),
1777,level3,MA_3_00067,level2,MA_2_0008,2009,Sefrou,Sefrou,
1778,level3,MA_3_00068,level2,MA_2_0009,2009,Moulay Yaco,Moulay Yaco,
1779,level3,MA_3_00069,level2,MA_2_0009,2009,NA (Moulay Yacoub),NA (Moulay Yacoub),
1780,level3,MA_3_00070,level2,MA_2_0009,2009,NA (Zouagha),NA (Zouagha),
1781,level3,MA_3_00071,level2,MA_2_0009,2009,Oulad Jemaa,Oulad Jemaa,
1782,level3,MA_3_00072,level2,MA_2_0010,2009,Kenitra Ban,Kenitra Ban,
1783,level3,MA_3_00073,level2,MA_2_0010,2009,NA (Kenitra Maamoura),NA (Kenitra Maamoura),
1784,level3,MA_3_00074,level2,MA_2_0010,2009,NA (Kenitra Saknia),NA (Kenitra Saknia),
1785,level3,MA_3_00075,level2,MA_2_0010,2009,NA (Mehdia),NA (Mehdia),
1786,level3,MA_3_00076,level2,MA_2_0010,2009,NA (Sidi Slimane),NA (Sidi Slimane),
1787,level3,MA_3_00077,level2,MA_2_0010,2009,NA (Sidi Yahya El Gharb),NA (Sidi Yahya El Gharb),
1788,level3,MA_3_00078,level2,MA_2_0010,2009,NA (Souk Arbaa),NA (Souk Arbaa),
1789,level3,MA_3_00079,level2,MA_2_0010,2009,Sidi Sliman,Sidi Sliman,
1790,level3,MA_3_00080,level2,MA_2_0010,2009,Souk Arbaa,Souk Arbaa,
1791,level3,MA_3_00081,level2,MA_2_0010,2009,Souk Tlat E,Souk Tlat E,
1792,level3,MA_3_00082,level2,MA_2_0011,2009,Had Kourt,Had Kourt,
1793,level3,MA_3_00083,level2,MA_2_0011,2009,Mechra Belk,Mechra Belk,
1794,level3,MA_3_00084,level2,MA_2_0011,2009,NA (Dar Gueddari),NA (Dar Gueddari),
1795,level3,MA_3_00085,level2,MA_2_0011,2009,NA (Had Kourt),NA (Had Kourt),
1796,level3,MA_3_00086,level2,MA_2_0011,2009,NA (Jorf El Melha),NA (Jorf El Melha),
1797,level3,MA_3_00087,level2,MA_2_0011,2009,NA (Mechraa Bel Ksiri),NA (Mechraa Bel Ksiri),
1798,level3,MA_3_00088,level2,MA_2_0011,2009,NA (Ouezzane),NA (Ouezzane),
1799,level3,MA_3_00089,level2,MA_2_0011,2009,NA (Sidi Kacem),NA (Sidi Kacem),
1800,level3,MA_3_00090,level2,MA_2_0011,2009,Ouezzane,Ouezzane,
1801,level3,MA_3_00091,level2,MA_2_0011,2009,Sidi Kacem,Sidi Kacem,
1802,level3,MA_3_00092,level2,MA_2_0012,2009,Bouskoura,Bouskoura,
1803,level3,MA_3_00093,level2,MA_2_0012,2009,Mediouna,Mediouna,
1804,level3,MA_3_00094,level2,MA_2_0012,2009,NA (Ahl Laghlam),NA (Ahl Laghlam),
1805,level3,MA_3_00095,level2,MA_2_0012,2009,NA (Ain Chock),NA (Ain Chock),
1806,level3,MA_3_00096,level2,MA_2_0012,2009,NA (Ain Harrouda),NA (Ain Harrouda),
1807,level3,MA_3_00097,level2,MA_2_0012,2009,NA (Ain Sebaa),NA (Ain Sebaa),
1808,level3,MA_3_00098,level2,MA_2_0012,2009,NA (Al Fida),NA (Al Fida),
1809,level3,MA_3_00099,level2,MA_2_0012,2009,NA (Al Idrissia),NA (Al Idrissia),
1810,level3,MA_3_00100,level2,MA_2_0012,2009,NA (Anfa),NA (Anfa),
1811,level3,MA_3_00101,level2,MA_2_0012,2009,NA (Assoukhour Assawda),NA (Assoukhour Assawda),
1812,level3,MA_3_00102,level2,MA_2_0012,2009,NA (Ben Msick),NA (Ben Msick),
1813,level3,MA_3_00103,level2,MA_2_0012,2009,NA (Bou Chentouf),NA (Bou Chentouf),
1814,level3,MA_3_00104,level2,MA_2_0012,2009,NA (El Maarif),NA (El Maarif),
1815,level3,MA_3_00105,level2,MA_2_0012,2009,NA (Hay Hassani),NA (Hay Hassani),
1816,level3,MA_3_00106,level2,MA_2_0012,2009,NA (Hay Mohammadi),NA (Hay Mohammadi),
1817,level3,MA_3_00107,level2,MA_2_0012,2009,NA (Lissasfa),NA (Lissasfa),
1818,level3,MA_3_00108,level2,MA_2_0012,2009,NA (Machouar Casablanca),NA (Machouar Casablanca),
1819,level3,MA_3_00109,level2,MA_2_0012,2009,NA (Mediouna),NA (Mediouna),
1820,level3,MA_3_00110,level2,MA_2_0012,2009,NA (Mers Sultan),NA (Mers Sultan),
1821,level3,MA_3_00111,level2,MA_2_0012,2009,NA (Moulay Rachid),NA (Moulay Rachid),
1822,level3,MA_3_00112,level2,MA_2_0012,2009,NA (Moulay Youssef),NA (Moulay Youssef),
1823,level3,MA_3_00113,level2,MA_2_0012,2009,NA (Nouaceur),NA (Nouaceur),
1824,level3,MA_3_00114,level2,MA_2_0012,2009,NA (Salmia),NA (Salmia),
1825,level3,MA_3_00115,level2,MA_2_0012,2009,NA (Sbata),NA (Sbata),
1826,level3,MA_3_00116,level2,MA_2_0012,2009,NA (Sidi Belyout),NA (Sidi Belyout),
1827,level3,MA_3_00117,level2,MA_2_0012,2009,NA (Sidi Bernoussi),NA (Sidi Bernoussi),
1828,level3,MA_3_00118,level2,MA_2_0012,2009,NA (Sidi Maarouf),NA (Sidi Maarouf),
1829,level3,MA_3_00119,level2,MA_2_0012,2009,NA (Sidi Moumen),NA (Sidi Moumen),
1830,level3,MA_3_00120,level2,MA_2_0012,2009,NA (Sidi Othmane),NA (Sidi Othmane),
1831,level3,MA_3_00121,level2,MA_2_0012,2009,NA (Tit Mellil),NA (Tit Mellil),
1832,level3,MA_3_00122,level2,MA_2_0012,2009,Tit Mellil,Tit Mellil,
1833,level3,MA_3_00123,level2,MA_2_0013,2009,NA (Mohammedia),NA (Mohammedia),
1834,level3,MA_3_00124,level2,MA_2_0014,2009,Assa,Assa,
1835,level3,MA_3_00125,level2,MA_2_0014,2009,NA (Assa),NA (Assa),
1836,level3,MA_3_00126,level2,MA_2_0014,2009,NA (Zag),NA (Zag),
1837,level3,MA_3_00127,level2,MA_2_0014,2009,Zag,Zag,
1838,level3,MA_3_00128,level2,MA_2_0015,2009,Bouizakarne,Bouizakarne,
1839,level3,MA_3_00129,level2,MA_2_0015,2009,Guelmim,Guelmim,
1840,level3,MA_3_00130,level2,MA_2_0015,2009,NA (Bouizakarne),NA (Bouizakarne),
1841,level3,MA_3_00131,level2,MA_2_0015,2009,NA (Guelmim),NA (Guelmim),
1842,level3,MA_3_00132,level2,MA_2_0016,2009,Msied,Msied,
1843,level3,MA_3_00133,level2,MA_2_0016,2009,NA (El Ouatia),NA (El Ouatia),
1844,level3,MA_3_00134,level2,MA_2_0016,2009,NA (Tan-Tan),NA (Tan-Tan),
1845,level3,MA_3_00135,level2,MA_2_0016,2009,Tan-Tan,Tan-Tan,
1846,level3,MA_3_00136,level2,MA_2_0017,2009,Akka,Akka,
1847,level3,MA_3_00137,level2,MA_2_0017,2009,Foum Zguid,Foum Zguid,
